NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise Time (LST),Sunset Time (LST),Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
,,,3/13/2009,14:00:00,2454904.38,0.09197467,,351.6255631,3668.530055,0.016704767,1.794823458,353.4203866,3670.324879,0.994130711,353.4185066,23.43809506,23.439641,-6.042582705,-2.613156899,0.043035851,-9.317939966,85.4166309,14:08:45,8:27:05,19:50:25,683.3330472,711.24206,-2.189484992,71.99530043,18.00469957,0.049096746,18.05379632,177.700114,
,,,3/14/2009,14:00:00,2454905.38,0.09200205,,352.6112105,3669.515655,0.016704765,1.806086467,354.4172969,3671.321742,0.994402156,354.4154196,23.4380947,23.43963875,-5.126303675,-2.218488161,0.043035842,-9.039268515,86.46861132,14:08:29,8:22:36,19:54:21,691.7488905,711.5207315,-2.119817129,71.59969932,18.40030068,0.047992117,18.4482928,177.7675854,
,,,3/15/2009,14:00:00,2454906.38,0.09202943,,353.5968578,3670.501256,0.016704764,1.816803751,355.4136616,3672.318059,0.994675201,355.4117869,23.43809434,23.43963651,-4.211015037,-1.8234695,0.043035834,-8.756743994,87.51988353,14:08:12,8:18:07,19:58:17,700.1590682,711.803256,-2.049185998,71.20376219,18.79623781,0.046929936,18.84316774,177.8364187,
,,,3/16/2009,14:00:00,2454907.38,0.09205681,,354.5825052,3671.486856,0.016704763,1.826972635,356.4094778,3673.313829,0.994949764,356.4076058,23.43809399,23.43963426,-3.296631762,-1.428203884,0.043035825,-8.470709375,88.57062857,14:07:55,8:13:38,20:02:12,708.5650285,712.0892906,-1.977677344,70.80759454,19.19240546,0.045908009,19.23831347,177.9065348,
,,,3/17/2009,14:00:00,2454908.38,0.09208419,,355.5681526,3672.472456,0.016704762,1.836590622,357.4047432,3674.309047,0.995225761,357.4028738,23.43809363,23.43963202,-2.383068688,-1.032793824,0.043035817,-8.181507335,89.6210279,14:07:37,8:09:08,20:06:06,716.9682232,712.3784927,-1.905376834,70.41130129,19.58869871,0.044924285,19.63362299,177.9778538,
,,,3/18/2009,14:00:00,2454909.38,0.09211157,,356.5537999,3673.458057,0.016704761,1.845655387,358.3994553,3675.303712,0.995503107,358.3975886,23.43809328,23.43962977,-1.470240576,-0.637341383,0.043035808,-7.889480031,90.67126368,14:07:20,8:04:39,20:10:01,725.3701094,712.67052,-1.832370008,70.01498681,19.98501319,0.043976843,20.02899004,178.0502948,
,,,3/19/2009,14:00:00,2454910.38,0.09213895,,357.5394473,3674.443657,0.01670476,1.854164781,359.3936121,3676.297822,0.995781719,359.391748,23.43809292,23.43962752,-0.558062171,-0.241948191,0.0430358,-7.594968885,91.72151901,14:07:02,8:00:09,20:13:55,733.772152,712.9650311,-1.758742221,69.61875487,20.38124513,0.043063886,20.42430902,178.1237763,
,,,3/20/2009,14:00:00,2454911.38,0.09216632,,358.5250946,3675.429257,0.016704759,1.86211683,360.3872115,3677.291374,0.996061511,360.3853501,23.43809256,23.43962527,0.353551739,0.153284549,0.043035791,-7.298314372,92.77197814,14:06:44,7:55:39,20:17:50,742.1758251,713.2616856,-1.684578593,69.22270871,20.77729129,0.042183728,20.81947501,178.1982159,
,,,3/21/2009,14:00:00,2454912.38,0.09219370,,359.510742,3676.414857,0.016704757,1.869509733,361.3802517,3678.284367,0.9963424,361.378393,23.43809221,23.43962302,1.26468627,0.548256049,0.043035783,-6.999855829,93.82282676,14:06:26,7:51:09,20:21:44,750.5826141,713.5601442,-1.609963957,68.82695101,21.17304899,0.04133479,21.21438378,178.2735306,
,,,3/22/2009,14:00:00,2454913.38,0.09222108,,0.496389372,3677.400458,0.016704756,1.876341864,2.372731236,3679.2768,0.996624299,2.370875125,23.43809185,23.43962076,2.175426385,0.942865919,0.043035774,-6.699931262,94.87425228,14:06:08,7:46:39,20:25:38,758.9940183,713.8600687,-1.534982815,68.43158389,21.56841611,0.040515587,21.60893169,178.3496367,
,,,3/23/2009,14:00:00,2454914.38,0.09224846,,1.482036734,3678.386058,0.016704755,1.882611773,3.364648507,3680.26867,0.996907125,3.362795032,23.4380915,23.43961851,3.085856834,1.337014164,0.043035766,-6.398877162,95.92644406,14:05:50,7:42:08,20:29:33,767.4115525,714.1611228,-1.459719291,68.03670894,21.96329106,0.039724728,22.00301578,178.4264501,
,,,3/24/2009,14:00:00,2454915.38,0.09227584,,2.467684095,3679.371658,0.016704754,1.888318181,4.356002277,3681.259976,0.997190791,4.354151436,23.43809114,23.43961625,3.996062105,1.730601166,0.043035757,-6.097028334,96.97959373,14:05:32,7:37:37,20:33:27,775.8367498,714.4629717,-1.384257083,67.64242722,22.35757278,0.038960903,22.39653368,178.5038857,
,,,3/25/2009,14:00:00,2454916.38,0.09230322,,3.453331457,3680.357258,0.016704753,1.893459984,5.346791442,3682.250718,0.997475212,5.344943231,23.43809078,23.439614,4.906126364,2.123527675,0.043035749,-5.794717717,98.03389549,14:05:14,7:33:06,20:37:22,784.2711639,714.7652823,-1.308679429,67.24883926,22.75116074,0.038222881,22.78938362,178.5818583,
,,,3/26/2009,14:00:00,2454917.38,0.09233060,,4.438978819,3681.342859,0.016704752,1.898036252,6.33701507,3683.240895,0.997760303,6.335169487,23.43809043,23.43961174,5.816133405,2.515694795,0.04303574,-5.492276229,99.08954645,14:04:56,7:28:34,20:41:17,792.7163716,715.0677238,-1.233069057,66.85604508,23.14395492,0.037509502,23.18146443,178.660282,
,,,3/27/2009,14:00:00,2454918.38,0.09235797,,5.42462618,3682.328459,0.01670475,1.902046224,7.326672405,3684.230505,0.998045979,7.324829445,23.43809007,23.43960948,6.726166593,2.907003975,0.043035732,-5.190032593,100.146747,14:04:38,7:24:03,20:45:13,801.1739757,715.3699674,-1.157508148,66.46414419,23.53585581,0.036819677,23.57267549,178.7390704,
,,,3/28/2009,14:00:00,2454919.38,0.09238535,,6.410273542,3683.314059,0.016704749,1.905489316,8.315762859,3685.219549,0.998332153,8.313922519,23.43808972,23.43960722,7.636308812,3.297356997,0.043035723,-4.888313183,101.205701,14:04:20,7:19:30,20:49:09,809.645608,715.6716868,-1.082078296,66.07323561,23.92676439,0.036152376,23.96291676,178.8181368,
,,,3/29/2009,14:00:00,2454920.38,0.09241273,,7.395920904,3684.29966,0.016704748,1.908365113,9.304286017,3686.208025,0.998618741,9.302448295,23.43808936,23.43960496,8.546642407,3.686655963,0.043035715,-4.587441866,102.2666166,14:04:02,7:14:58,20:53:06,818.1329326,715.9725581,-1.006860466,65.6834179,24.3165821,0.035506631,24.35208873,178.8973942,
,,,3/30/2009,14:00:00,2454921.38,0.09244011,,8.381568266,3685.28526,0.016704747,1.910673371,10.29224164,3687.195933,0.998905656,10.29040653,23.438089,23.43960269,9.457249136,4.074803289,0.043035706,-4.287739837,103.3297062,14:03:44,7:10:25,20:57:03,826.6376494,716.2722602,-0.931934959,65.29478911,24.70521089,0.034881526,24.74009242,178.976755,
,,,3/31/2009,14:00:00,2454922.38,0.09246749,,9.367215627,3686.27086,0.016704746,1.912414017,11.27962964,3688.183274,0.999192814,11.27779715,23.43808865,23.43960043,10.36821011,4.461701687,0.043035697,-3.989525469,104.3951872,14:03:26,7:05:51,21:01:01,835.1614977,716.5704745,-0.857381367,64.90744685,25.09255315,0.034276199,25.12682934,179.0561315,
,,,4/1/2009,14:00:00,2454923.38,0.09249487,,10.35286299,3687.25646,0.016704745,1.913587147,12.26645014,3689.170048,0.999480129,12.26462024,23.43808829,23.43959816,11.27960574,4.847254161,0.043035689,-3.69311415,105.4632826,14:03:08,7:01:17,21:04:59,843.7062606,716.8668858,-0.783278538,64.52148829,25.47851171,0.033689833,25.51220155,179.1354358,
,,,4/2/2009,14:00:00,2454924.38,0.09252225,,11.33851035,3688.242061,0.016704744,1.914193026,13.25270338,3690.156254,0.999767515,13.25087609,23.43808794,23.4395959,12.1915157,5.231363995,0.04303568,-3.39881812,106.5342212,14:02:50,6:56:42,21:08:59,852.2737695,717.1611819,-0.70970453,64.13701012,25.86298988,0.033121658,25.89611153,179.2145797,
,,,4/3/2009,14:00:00,2454925.38,0.09254962,,12.32415771,3689.227661,0.016704742,1.914232088,14.2383898,3691.141893,1.000054888,14.23656511,23.43808758,23.43959363,13.10401882,5.613934748,0.043035672,-3.106946312,107.6082387,14:02:33,6:52:07,21:12:59,860.8659093,717.4530537,-0.636736578,63.75410866,26.24589134,0.032570945,26.27846229,179.2934748,
,,,4/4/2009,14:00:00,2454926.38,0.09257700,,13.30980507,3690.213261,0.016704741,1.913704934,15.22351001,3692.126966,1.000342162,15.22168792,23.43808722,23.43959136,14.0171931,5.994870237,0.043035663,-2.817804181,108.6855779,14:02:15,6:47:31,21:17:00,869.4846235,717.7421958,-0.564451045,63.37287976,26.62712024,0.032037006,26.65915724,179.3720328,
,,,4/5/2009,14:00:00,2454927.38,0.09260438,,14.29545244,3691.198862,0.01670474,1.912612329,16.20806476,3693.111474,1.000629253,16.20624527,23.43808687,23.43958909,14.9311156,6.374074538,0.043035655,-2.531693534,109.7664901,14:01:58,6:42:54,21:21:02,878.1319207,718.0283065,-0.492923383,62.9934189,27.0065811,0.031519187,27.03810028,179.4501652,
,,,4/6/2009,14:00:00,2454928.38,0.09263176,,15.2810998,3692.184462,0.016704739,1.910955207,17.192055,3694.095417,1.000916076,17.1902381,23.43808651,23.43958681,15.84586242,6.751451977,0.043035646,-2.248912355,110.8512351,14:01:41,6:38:17,21:25:06,886.8098811,718.3110876,-0.422228089,62.61582115,27.38417885,0.031016871,27.41519572,179.5277835,
,,,4/7/2009,14:00:00,2454929.38,0.09265914,,16.26674716,3693.170062,0.016704738,1.908734662,18.17548182,3695.078797,1.001202546,18.1736675,23.43808616,23.43958454,16.7615086,7.126907121,0.043035637,-1.969754624,111.940083,14:01:25,6:33:39,21:29:10,895.5206643,718.5902454,-0.352438656,62.2401812,27.7598188,0.030529473,27.79034828,179.6047993,
,,,4/8/2009,14:00:00,2454930.38,0.09268652,,17.25239452,3694.155662,0.016704737,1.905951957,19.15834648,3696.061614,1.00148858,19.15653474,23.4380858,23.43958226,17.67812812,7.500344774,0.043035629,-1.694510128,113.0333147,14:01:08,6:29:00,21:33:16,904.2665176,718.8654899,-0.283627532,61.86659335,28.13340665,0.030056437,28.16346309,179.6811244,
,,,4/9/2009,14:00:00,2454931.38,0.09271389,,18.23804188,3695.141263,0.016704735,1.902608511,20.14065039,3697.043871,1.001774094,20.13884124,23.43808544,23.43957999,18.59579378,7.871669975,0.04303562,-1.42346427,114.1312231,14:00:52,6:24:20,21:37:23,913.0497851,719.1365357,-0.215866067,61.49515155,28.50484845,0.029597238,28.53444569,179.7566707,
,,,4/10/2009,14:00:00,2454932.38,0.09274127,,19.22368924,3696.126863,0.016704734,1.898705909,21.12239515,3698.025569,1.002059003,21.12058858,23.43808509,23.43957771,19.51457719,8.240787994,0.043035612,-1.156897864,115.2341148,14:00:36,6:19:40,21:41:32,921.8729187,719.4031021,-0.149224466,61.1259494,28.8740506,0.029151377,28.90320198,179.8313503,
,,,4/11/2009,14:00:00,2454933.38,0.09276865,,20.20933661,3697.112463,0.016704733,1.894245894,22.1035825,3699.006709,1.002343225,22.1017785,23.43808473,23.43957543,20.43454869,8.607604328,0.043035603,-0.895086936,116.3423112,14:00:20,6:14:58,21:45:42,930.7384897,719.6649131,-0.083771734,60.75908013,29.24091987,0.028718381,29.26963826,179.905076,
,,,4/12/2009,14:00:00,2454934.38,0.09279603,,21.19498397,3698.098064,0.016704732,1.889230366,23.08421433,3699.987294,1.002626677,23.0824129,23.43808438,23.43957315,21.35577727,8.9720247,0.043035594,-0.638302502,117.4561503,14:00:05,6:10:15,21:49:54,939.649202,719.9216975,-0.019575625,60.39463664,29.60536336,0.0282978,29.63366116,179.9777605,
,,,4/13/2009,14:00:00,2454935.38,0.09282341,,22.18063133,3699.083664,0.016704731,1.883661386,24.06429272,3700.967325,1.002909277,24.06249385,23.43808402,23.43957087,22.27833055,9.333955061,0.043035586,-0.386810348,118.5759885,13:59:50,6:05:31,21:54:08,948.6079078,720.1731897,0.043297413,60.03271151,29.96728849,0.027889206,29.9951777,180.0493173,
,,,4/14/2009,14:00:00,2454936.38,0.09285079,,23.16627869,3700.069264,0.01670473,1.87754117,25.04381986,3701.946805,1.003190941,25.04202356,23.43808366,23.43956859,23.20227469,9.693301591,0.043035577,-0.140870802,119.702203,13:59:35,6:00:46,21:58:23,957.6176239,720.4191292,0.104782299,59.67339697,30.32660303,0.027492196,30.35409523,180.1196606,
,,,4/15/2009,14:00:00,2454937.38,0.09287817,,24.15192605,3701.054864,0.016704729,1.870872087,26.02279814,3702.925736,1.003471588,26.0210044,23.43808331,23.4395663,24.12767433,10.0499707,0.043035569,0.099261502,120.835194,13:59:20,5:56:00,22:02:41,966.6815521,720.6592615,0.164815376,59.31678494,30.68321506,0.027106383,30.71032144,180.1887048,
,,,4/16/2009,14:00:00,2454938.38,0.09290554,,25.13757341,3702.040465,0.016704727,1.863656662,27.00123008,3703.904121,1.003751138,26.9994389,23.43808295,23.43956402,25.05459252,10.40386903,0.04303556,0.333337875,121.9753876,13:59:06,5:51:12,22:07:00,975.8031008,720.8933379,0.223334469,58.96296703,31.03703297,0.026731401,31.06376437,180.2563657,
,,,4/17/2009,14:00:00,2454939.38,0.09293292,,26.12322078,3703.026065,0.016704726,1.855897571,27.97911835,3704.881963,1.004029508,27.97732972,23.43808259,23.43956173,25.98309069,10.75490348,0.043035551,0.561115817,123.1232389,13:58:53,5:46:23,22:11:22,984.9859113,721.1211158,0.280278954,58.61203454,31.38796546,0.026366902,31.41433236,180.3225593,
,,,4/18/2009,14:00:00,2454940.38,0.09296030,,27.10886814,3704.011665,0.016704725,1.847597641,28.95646578,3705.859263,1.004306619,28.9546797,23.43808224,23.43955944,26.91322853,11.10298116,0.043035543,0.782359282,124.2792359,13:58:39,5:41:32,22:15:46,994.233887,721.3423593,0.33558982,58.26407843,31.73592157,0.026012554,31.76193413,180.3872031,
,,,4/19/2009,14:00:00,2454941.38,0.09298768,,28.0945155,3704.997266,0.016704724,1.83875985,29.93327535,3706.836025,1.004582391,29.93149182,23.43808188,23.43955715,27.84506397,11.44800947,0.043035534,0.99683894,125.4439034,13:58:27,5:36:40,22:20:13,1003.551227,721.5568389,0.389209735,57.91918938,32.08081062,0.025668044,32.10647867,180.4502154,
,,,4/20/2009,14:00:00,2454942.38,0.09301506,,29.08016286,3705.982866,0.016704723,1.829387321,30.90955018,3707.812253,1.004856744,30.9077692,23.43808153,23.43955486,28.77865309,11.78989607,0.043035525,1.204332454,126.6178085,13:58:14,5:31:46,22:24:42,1012.942468,721.7643325,0.441083114,57.57745775,32.42254225,0.02533307,32.44787532,180.5115158,
,,,4/21/2009,14:00:00,2454943.38,0.09304244,,30.06581022,3706.968466,0.016704722,1.819483325,31.88529355,3708.787949,1.0051296,31.88351511,23.43808117,23.43955257,29.71405006,12.12854887,0.043035517,1.404624753,127.8015659,13:58:02,5:26:50,22:29:14,1022.412527,721.9646248,0.491156188,57.23897359,32.76102641,0.025007347,32.78603375,180.5710252,
,,,4/22/2009,14:00:00,2454944.38,0.09306982,,31.05145758,3707.954066,0.016704721,1.809051279,32.86050886,3709.763118,1.00540088,32.85873296,23.43808081,23.43955028,30.65130709,12.46387609,0.043035508,1.597508317,128.9958448,13:57:51,5:21:52,22:33:50,1031.966759,722.1575083,0.539377079,56.90382665,33.09617335,0.024690604,33.12086396,180.6286657,
,,,4/23/2009,14:00:00,2454945.38,0.09309719,,32.03710495,3708.939667,0.016704719,1.798094742,33.83519969,3710.737761,1.005670507,33.83342632,23.43808046,23.43954799,31.59047431,12.79578626,0.043035499,1.782783469,130.2013772,13:57:39,5:16:51,22:38:28,1041.611018,722.3427835,0.585695867,56.57210633,33.42789367,0.024382581,33.45227625,180.6843613,
,,,4/24/2009,14:00:00,2454946.38,0.09312457,,33.02275231,3709.925267,0.016704718,1.786617414,34.80936972,3711.711884,1.005938402,34.80759888,23.4380801,23.43954569,32.53159976,13.12418822,0.043035491,1.960258662,131.4189669,13:57:29,5:11:48,22:43:09,1051.351735,722.5202587,0.630064666,56.24390175,33.75609825,0.024083034,33.78018129,180.7380375,
,,,4/25/2009,14:00:00,2454947.38,0.09315195,,34.00839967,3710.910867,0.016704717,1.774623138,35.78302281,3712.68549,1.006204491,35.7812545,23.43807975,23.43954339,33.4747293,13.44899114,0.043035482,2.129750778,132.6495013,13:57:19,5:06:43,22:47:54,1061.19601,722.6897508,0.672437694,55.91930166,34.08069834,0.023791726,34.10449007,180.7896215,
